"{""en"": ""<p>&nbsp; &nbsp; If you have diplomatic experience, help others learn how to find a compromise and negotiate, engage them in a constructive collaboration;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Если у Вас есть дипломатический опыт - помогите другим научиться находить компромиссы и договариваться, вести конструктивную совместную работу;</p>""}",9,1,2
"{""en"": ""<p>&nbsp; &nbsp; If you have the experience of organization, so help to organize the effective work between the project participants;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Если у Вас есть опыт организатора - помогите настроить эффективную работу между участниками проекта;</p>""}",9,1,3
"{""en"": ""<p>&nbsp; &nbsp; If you have the legal experience, help to get around sharp corners and contradictions between the project regulations and the applicable laws of your country. The goal of the project is not in the overthrow of the existing system, thus, the main objective is the parallel construction of a new and more effective system. And if this system will really be effective, then, people will determine what system they give their preferences to and what system they would like to live in. Help choose the best standards of the Constitution and the law code of your country and those of the international legislation to complement and improve the legislation produced by the Enebra project;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Если у Вас есть юридический опыт - помогите обойти острые углы и противоречия между проектом и действующими законами Вашей страны. Ведь цель проекта &ndash; не в свержении существующей системы, основная цель &ndash; параллельное строительство новой более эффективной системы. И если эта система действительно будет эффективнее, то люди сами определятся, чему им отдать свои предпочтения и в какой системе им жить дальше. Помогите выбрать самые лучшие нормы из Конституции и законов, как вашей страны, так и из международного законодательства, чтобы дополнить и улучшить законодательство, создаваемое в проекте &laquo;Энебра&raquo;;</p>""}",9,1,4
"{""en"": ""<p>&nbsp; &nbsp; If you have experience and knowledge in medicine - take part in the development of a medical card, which will be the most comfortable for a patient that allows giving the most accurate and correct information you need for the emergency medical care of a person in danger, as well as for the analytical and research information;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Если у Вас есть опыт и знания в медицине &ndash; примите участие в разработке наиболее удобной для вас медицинской карты пациента, позволяющей максимально точно и корректно дать вам всю необходимую информацию для экстренной медицинской помощи попавшему в беду человеку, а также для получения аналитической и исследовательской информации;</p>""}",9,1,5
"{""en"": ""<p>&nbsp; &nbsp; If you have the knowledge and experience of an economist or financier - help to create a system for calculating the most equitable participation and distribution of benefits among the project participants;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Если у Вас есть знания и опыт экономиста или финансиста &ndash; помогите создать систему максимально справедливого расчета участия и распределения благ между участниками проекта;</p>""}",9,1,6
"{""en"": ""<p>&nbsp; &nbsp; If you have experience in the IT technologies, in development of smart contracts, development of the blockchain system and crypto currency, or you are a web developer or do penetration testing, mastered the programming language and worked in developing of the applications or programs - help improve and make more secure the site code, revealed on <a href=\""https://github.com/ChernyshovSergiy/Enebra_new/tree/dev\"" target=\""_blank\"">GitHub</a>. Take part in the development of the concept, specification requirements, the Enebra system prototype and help to bring this development to full implementation in our daily lives</p>"", ""ru"": ""<p>&nbsp; &nbsp; Если у Вас есть опыт в IT технологиях, разработке смарт контрактов, разработке системы blockchain и криптовалют, опыт Веб-разработчика, или же Вы занимаетесь тестированием на проникновение, владеете языком программирования и разрабатываете приложения или программы &ndash; помогите улучшить и сделать более защищённым код сайта, открыто выложенного на <a href=\""https://github.com/ChernyshovSergiy/Enebra_new/tree/dev\"" target=\""_blank\"">GitHub</a>. Примите участие в разработке концепции, технического задания, прототипа системы &laquo;Энебра&raquo;, помогите довести эту разработку до полноценного внедрения в нашу повседневную жизнь;</p>""}",9,1,7
"{""en"": ""<p>&nbsp; &nbsp; If you have experience in development of the biometric algorithms, libraries and related devices - take part in development and adoption of the standards for their removal, storage and use of the most effective implementation of these algorithms;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Если у вас есть опыт разработки биометрических алгоритмов, библиотек и сопутствующих девайсов &ndash; примите участие в разработке и принятии стандартов по их снятию, хранению и наиболее эффективному использованию, помогите внедрению этих алгоритмов в систему;</p>""}",9,1,8
"{""en"": ""<p>&nbsp; &nbsp; If you have experience in cultivation and production of the food products - take part in development and refinement of the techniques and the most effective methods of cultivation and production of the organic food and improve the development of aeroponics and hydroponics for the arid regions and areas of permafrost;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Если у вас есть опыт в выращивании и производстве продуктов питания &ndash; примите участие в разработке и доработке методик и наиболее эффективных методов выращивания и производства экологически чистых продуктов питания, в улучшении и развитии аэропоники и гидропоники для засушливых регионов и участков вечной мерзлоты;</p>""}",9,1,9
"{""en"": ""<p>&nbsp; &nbsp; If you are a scientist - apply your knowledge to improve the quality of life and to clean our planet from the garbage, creating a waste production, water purification systems, transition to the alternative energy sources that will help conserve the planet&#39;s resources, etc.;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Если Вы человек науки &ndash; примените ваши знания для улучшения качества жизни людей, очистки нашей планеты от мусора, для создания безотходных производств, систем очистки питьевой воды, для перехода к использованию альтернативных видов энергии, позволяющих экономить ресурсы планеты и т.д.;</p>""}",9,1,10
"{""en"": ""<p>&nbsp; &nbsp; If you are a philologist, blogger, journalist or representative of the mass media - help simply and correctly convey the essence of the project up to each individual;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Если Вы филолог, blogger, журналист или представитель масс-медиа &ndash; помогите максимально просто и корректно донести суть проекта до каждого человека;</p>""}",9,1,11
"{""en"": ""<p>&nbsp; &nbsp; If you concern with the protection of the environment, animal protection and biodiversity - take part in the drafting the legislation and innovations that allow implementing your ideas;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Если Вы озабоченны вопросами охраны окружающей среды, защитой животного и биологического разнообразия &ndash; примите участие в разработке законодательства и инноваций, позволяющих внедрить ваши идеи;</p>""}",9,1,12
"{""en"": ""<p>&nbsp; &nbsp; If you are a person of culture - participate in creating scripts and making movies that would bring to the people the principles and objectives of the project, because the majority of people in our time have moved from the category of readers to the category of viewers;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Если Вы человек культуры &ndash; участвуйте в создании сценариев и создании фильмов, способных донести до людей принципы и цели проекта, ведь большинство людей в наше время перешли из категории читателей в категорию зрителей;</p>""}",9,1,13
"{""en"": ""<p>&nbsp; &nbsp; If you are an architect or a builder - help improve and complement the ideas of Jacques Fresco on the construction of the ecological cities;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Если Вы архитектор или строитель - помогите улучшить и дополнить идеи Жака Фреско по строительству экологических городов;</p>""}",9,1,14
"{""en"": ""<p>&nbsp; &nbsp; If you are a busy entrepreneur and short of time to participate in the project, but you find it progressive and necessary - support the project financially by investing a part of your funds in a completely transparent international Enebra project, thus, enabling the most effective activists of the project to give more of their time to it without prejudice for their families;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Если Вы занятой бизнесмен и у вас не хватает времени на участие в проекте, но Вы считаете его прогрессивным и нужным - поддержите проект финансово, вложив деньги в совершенно прозрачный международный фонд &laquo;Энебра&raquo;, тем самым позволив наиболее эффективным активистам проекта уделить ему больше своего времени без ущерба для них и их семей;</p>""}",9,1,15
"{""en"": ""<p>&nbsp; &nbsp; You can also provide a server for storing a mirror site, and thereby, improve the quality of information protection, reduce the load on the running server, and participate in distribution of the resources from the share of &ldquo;Maintaining System Health&rdquo;</p>"", ""ru"": ""<p>&nbsp; &nbsp; Вы также можете предоставить сервер для хранения зеркальной копии сайта - тем самым повысить качество защиты информации, снизить нагрузку на уже работающие серверы и участвовать в распределении ресурсов от доли &laquo;Поддержание работоспособности системы&raquo;</p>""}",9,1,16
